club_name,player_name,age,position,club_involved_name,transfer_movement,transfer_period,fee_cleaned,season
Stoke City,Wilfried Bony,27.0,Centre-Forward,Man City,in,Summer,2.35,2016/2017
Stoke City,Ryan Sweeney,19.0,Centre-Back,AFC Wimbledon,in,Summer,0.295,2016/2017
Chelsea FC,N'Golo Kanté,25.0,Defensive Midfield,Leicester City,in,Summer,35.8,2016/2017
Swansea City,Alfie Mawson,22.0,Centre-Back,Barnsley FC,in,Summer,5.9,2016/2017
Swansea City,Leroy Fer,26.0,Defensive Midfield,QPR,in,Summer,5.6,2016/2017
Watford FC,Daryl Janmaat,27.0,Centre-Back,Newcastle United,in,Summer,8.9,2016/2017
Watford FC,Younès Kaboul,30.0,Centre-Back,Sunderland AFC,in,Summer,4.0,2016/2017
West Brom,Nacer Chadli,27.0,Left Winger,Spurs,in,Summer,15.2,2016/2017
West Brom,Matt Phillips,25.0,Right Winger,QPR,in,Summer,6.5,2016/2017
West Brom,Allan Nyom,28.0,Right-Back,Watford FC,in,Summer,4.7,2016/2017
Crystal Palace,Christian Benteke,25.0,Centre-Forward,Liverpool FC,in,Summer,31.2,2016/2017
Crystal Palace,Andros Townsend,24.0,Right Winger,Newcastle United,in,Summer,15.6,2016/2017
Crystal Palace,James Tomkins,27.0,Centre-Back,West Ham United,in,Summer,11.7,2016/2017
Crystal Palace,Loïc Rémy,29.0,Centre-Forward,Chelsea FC,in,Summer,1.0,2016/2017
AFC Bournemouth,Jordon Ibe,20.0,Right Winger,Liverpool FC,in,Summer,18.0,2016/2017
AFC Bournemouth,Lewis Cook,19.0,Central Midfield,Leeds United,in,Summer,7.0,2016/2017
AFC Bournemouth,Brad Smith,22.0,Left-Back,Liverpool FC,in,Summer,3.6,2016/2017
AFC Bournemouth,Jack Wilshere,24.0,Central Midfield,Arsenal FC,in,Summer,2.35,2016/2017
AFC Bournemouth,Marc Wilson,28.0,Centre-Back,Stoke City,in,Summer,2.3,2016/2017
Sunderland AFC,Papy Djilobodji,27.0,Centre-Back,Chelsea FC,in,Summer,9.5,2016/2017
Sunderland AFC,Paddy McNair,21.0,Centre-Back,Man Utd,in,Summer,5.25,2016/2017
Burnley FC,Jeff Hendrick,24.0,Central Midfield,Derby County,in,Summer,11.8,2016/2017
Burnley FC,Jóhann Berg Gudmundsson,25.0,Right Winger,Charlton,in,Summer,3.0,2016/2017
Burnley FC,Nick Pope,24.0,Goalkeeper,Charlton,in,Summer,1.3,2016/2017
Middlesbrough FC,Adama Traoré,20.0,Right Winger,Aston Villa,in,Summer,8.25,2016/2017
Middlesbrough FC,Fábio,26.0,Right-Back,Cardiff City,in,Summer,2.3,2016/2017
Hull City,Ryan Mason,25.0,Central Midfield,Spurs,in,Summer,15.4,2016/2017
Hull City,David Marshall,31.0,Goalkeeper,Cardiff City,in,Summer,4.1,2016/2017
Hull City,Will Keane,23.0,Centre-Forward,Man Utd,in,Summer,1.2,2016/2017
West Ham United,Robert Snodgrass,29.0,Right Winger,Hull City,in,Winter,12.0,2016/2017
West Ham United,José Fonte,33.0,Centre-Back,Southampton,in,Winter,9.2,2016/2017
Stoke City,Saido Berahino,23.0,Centre-Forward,West Brom,in,Winter,13.9,2016/2017
Stoke City,Lee Grant,33.0,Goalkeeper,Derby County,in,Winter,1.5,2016/2017
Swansea City,Jordan Ayew,25.0,Centre-Forward,Aston Villa,in,Winter,5.8,2016/2017
Swansea City,Tom Carroll,24.0,Central Midfield,Spurs,in,Winter,5.2,2016/2017
Swansea City,Martin Olsson,28.0,Left-Back,Norwich City,in,Winter,4.6,2016/2017
West Brom,Jake Livermore,27.0,Defensive Midfield,Hull City,in,Winter,11.5,2016/2017
Crystal Palace,Jeffrey Schlupp,24.0,Left Midfield,Leicester City,in,Winter,13.8,2016/2017
Crystal Palace,Patrick van Aanholt,26.0,Left-Back,Sunderland AFC,in,Winter,10.5,2016/2017
Crystal Palace,Mamadou Sakho,26.0,Centre-Back,Liverpool FC,in,Winter,2.3,2016/2017
AFC Bournemouth,Aaron Ramsdale,18.0,Goalkeeper,Sheff Utd,in,Winter,0.94,2016/2017
Sunderland AFC,Darron Gibson,29.0,Central Midfield,Everton,in,Winter,2.5,2016/2017
Sunderland AFC,Bryan Oviedo,26.0,Left-Back,Everton,in,Winter,2.0,2016/2017
Burnley FC,Robbie Brady,25.0,Left Midfield,Norwich City,in,Winter,15.1,2016/2017
Burnley FC,Ashley Westwood,26.0,Defensive Midfield,Aston Villa,in,Winter,5.8,2016/2017
Middlesbrough FC,Rudy Gestede,28.0,Centre-Forward,Aston Villa,in,Winter,7.1,2016/2017
Middlesbrough FC,Patrick Bamford,23.0,Centre-Forward,Chelsea FC,in,Winter,6.9,2016/2017
Middlesbrough FC,Adlène Guédioura,31.0,Central Midfield,Watford FC,in,Winter,5.2,2016/2017
Chelsea FC,Danny Drinkwater,27.0,Central Midfield,Leicester City,in,Summer,37.9,2017/2018
Spurs,Fernando Llorente,32.0,Centre-Forward,Swansea City,in,Summer,15.1,2017/2018
Man City,Kyle Walker,27.0,Right-Back,Spurs,in,Summer,52.7,2017/2018
Liverpool FC,Alex Oxlade-Chamberlain,24.0,Central Midfield,Arsenal FC,in,Summer,38.0,2017/2018
Liverpool FC,Andrew Robertson,23.0,Left-Back,Hull City,in,Summer,9.0,2017/2018
Man Utd,Romelu Lukaku,24.0,Centre-Forward,Everton,in,Summer,84.7,2017/2018
Man Utd,Nemanja Matić,28.0,Defensive Midfield,Chelsea FC,in,Summer,44.7,2017/2018
AFC Bournemouth,Nathan Aké,22.0,Centre-Back,Chelsea FC,in,Summer,22.8,2017/2018
AFC Bournemouth,Asmir Begovic,30.0,Goalkeeper,Chelsea FC,in,Summer,11.5,2017/2018
West Brom,Jay Rodríguez,27.0,Centre-Forward,Southampton,in,Summer,13.7,2017/2018
West Brom,Kieran Gibbs,27.0,Left-Back,Arsenal FC,in,Summer,7.5,2017/2018
West Brom,Gareth Barry,36.0,Defensive Midfield,Everton,in,Summer,1.1,2017/2018
West Ham United,Marko Arnautovic,28.0,Centre-Forward,Stoke City,in,Summer,22.3,2017/2018
West Ham United,Joe Hart,30.0,Goalkeeper,Man City,in,Summer,2.3,2017/2018
Leicester City,Kelechi Iheanacho,20.0,Centre-Forward,Man City,in,Summer,27.7,2017/2018
Leicester City,Harry Maguire,24.0,Centre-Back,Hull City,in,Summer,13.7,2017/2018
Leicester City,Eldin Jakupovic,32.0,Goalkeeper,Hull City,in,Summer,2.3,2017/2018
Stoke City,Kevin Wimmer,24.0,Centre-Back,Spurs,in,Summer,19.4,2017/2018
Stoke City,Kurt Zouma,22.0,Centre-Back,Chelsea FC,in,Summer,7.8,2017/2018
Crystal Palace,Mamadou Sakho,27.0,Centre-Back,Liverpool FC,in,Summer,28.2,2017/2018
Swansea City,Sam Clucas,26.0,Central Midfield,Hull City,in,Summer,16.3,2017/2018
Swansea City,Wilfried Bony,28.0,Centre-Forward,Man City,in,Summer,13.0,2017/2018
Swansea City,Cian Harries,20.0,Centre-Back,Coventry,in,Summer,0.285,2017/2018
Burnley FC,Chris Wood,25.0,Centre-Forward,Leeds United,in,Summer,16.4,2017/2018
Burnley FC,Jack Cork,28.0,Defensive Midfield,Swansea City,in,Summer,9.1,2017/2018
Burnley FC,Nahki Wells,27.0,Centre-Forward,Huddersfield,in,Summer,5.4,2017/2018
Burnley FC,Jonathan Walters,33.0,Right Winger,Stoke City,in,Summer,2.3,2017/2018
Burnley FC,Phil Bardsley,32.0,Right-Back,Stoke City,in,Summer,0.84,2017/2018
Watford FC,Andre Gray,26.0,Centre-Forward,Burnley FC,in,Summer,20.4,2017/2018
Watford FC,Tom Cleverley,27.0,Central Midfield,Everton,in,Summer,9.3,2017/2018
Watford FC,Will Hughes,22.0,Central Midfield,Derby County,in,Summer,9.1,2017/2018
Watford FC,Nathaniel Chalobah,22.0,Defensive Midfield,Chelsea FC,in,Summer,6.3,2017/2018
Newcastle United,Jacob Murphy,22.0,Right Winger,Norwich City,in,Summer,11.3,2017/2018
Newcastle United,Christian Atsu,25.0,Left Winger,Chelsea FC,in,Summer,7.5,2017/2018
Newcastle United,Joselu,27.0,Centre-Forward,Stoke City,in,Summer,5.5,2017/2018
Huddersfield,Aaron Mooy,26.0,Central Midfield,Man City,in,Summer,9.1,2017/2018
Huddersfield,Tom Ince,25.0,Right Winger,Derby County,in,Summer,9.1,2017/2018
Huddersfield,Scott Malone,26.0,Left-Back,Fulham FC,in,Summer,3.9,2017/2018
Chelsea FC,Olivier Giroud,31.0,Centre-Forward,Arsenal FC,in,Winter,17.0,2017/2018
Chelsea FC,Ross Barkley,24.0,Central Midfield,Everton,in,Winter,16.8,2017/2018
Man City,Aymeric Laporte,23.0,Centre-Back,Athletic,in,Winter,65.0,2017/2018
Liverpool FC,Virgil van Dijk,26.0,Centre-Back,Southampton,in,Winter,84.65,2017/2018
Arsenal FC,Henrikh Mkhitaryan,29.0,Attacking Midfield,Man Utd,in,Winter,34.0,2017/2018
Man Utd,Alexis Sánchez,29.0,Centre-Forward,Arsenal FC,in,Winter,34.0,2017/2018
West Brom,Daniel Sturridge,28.0,Centre-Forward,Liverpool FC,in,Winter,2.3,2017/2018
Swansea City,André Ayew,28.0,Left Winger,West Ham United,in,Winter,22.8,2017/2018
Burnley FC,Aaron Lennon,30.0,Right Winger,Everton,in,Winter,1.7,2017/2018
Newcastle United,Islam Slimani,29.0,Centre-Forward,Leicester City,in,Winter,2.2,2017/2018
Huddersfield,Alex Pritchard,24.0,Attacking Midfield,Norwich City,in,Winter,12.35,2017/2018
Man City,Riyad Mahrez,27.0,Right Winger,Leicester City,in,Summer,67.8,2018/2019
Man Utd,Lee Grant,35.0,Goalkeeper,Stoke City,in,Summer,1.7,2018/2019
Liverpool FC,Xherdan Shaqiri,26.0,Right Winger,Stoke City,in,Summer,14.7,2018/2019
Chelsea FC,Kepa Arrizabalaga,23.0,Goalkeeper,Athletic,in,Summer,80.0,2018/2019
Burnley FC,Ben Gibson,25.0,Centre-Back,Middlesbrough FC,in,Summer,16.9,2018/2019
Burnley FC,Matej Vydra,26.0,Centre-Forward,Derby County,in,Summer,12.2,2018/2019
Burnley FC,Joe Hart,31.0,Goalkeeper,Man City,in,Summer,3.9,2018/2019
Leicester City,James Maddison,21.0,Attacking Midfield,Norwich City,in,Summer,25.0,2018/2019
Leicester City,Danny Ward,25.0,Goalkeeper,Liverpool FC,in,Summer,14.0,2018/2019
Leicester City,Jonny Evans,30.0,Centre-Back,West Brom,in,Summer,4.0,2018/2019
Newcastle United,Federico Fernández,29.0,Centre-Back,Swansea City,in,Summer,6.7,2018/2019
Newcastle United,Salomón Rondón,28.0,Centre-Forward,West Brom,in,Summer,2.2,2018/2019
Crystal Palace,Cheikhou Kouyaté,28.0,Defensive Midfield,West Ham United,in,Summer,10.7,2018/2019
AFC Bournemouth,David Brooks,20.0,Right Winger,Sheff Utd,in,Summer,11.3,2018/2019
West Ham United,Lukasz Fabianski,33.0,Goalkeeper,Swansea City,in,Summer,8.0,2018/2019
West Ham United,Lucas Pérez,29.0,Centre-Forward,Arsenal FC,in,Summer,4.4,2018/2019
Watford FC,Ben Foster,35.0,Goalkeeper,West Brom,in,Summer,2.8,2018/2019
Brighton,David Button,29.0,Goalkeeper,Fulham FC,in,Summer,4.5,2018/2019
Brighton,Dan Burn,26.0,Centre-Back,Wigan,in,Summer,3.55,2018/2019
Huddersfield,Ramadan Sobhi,21.0,Left Winger,Stoke City,in,Summer,6.5,2018/2019
Wolves,Adama Traoré,22.0,Right Winger,Middlesbrough FC,in,Summer,20.0,2018/2019
Wolves,Benik Afobe,25.0,Centre-Forward,AFC Bournemouth,in,Summer,11.4,2018/2019
Cardiff City,Josh Murphy,23.0,Left Winger,Norwich City,in,Summer,11.4,2018/2019
Cardiff City,Alex Smithies,28.0,Goalkeeper,QPR,in,Summer,4.0,2018/2019
Fulham FC,Aleksandar Mitrović,23.0,Centre-Forward,Newcastle United,in,Summer,24.7,2018/2019
Fulham FC,Alfie Mawson,24.0,Centre-Back,Swansea City,in,Summer,16.85,2018/2019
Crystal Palace,Michy Batshuayi,25.0,Centre-Forward,Chelsea FC,in,Winter,1.15,2018/2019
AFC Bournemouth,Dominic Solanke,21.0,Centre-Forward,Liverpool FC,in,Winter,21.2,2018/2019
AFC Bournemouth,Chris Mepham,21.0,Centre-Back,Brentford FC,in,Winter,13.6,2018/2019
Huddersfield,Karlan Grant,21.0,Centre-Forward,Charlton,in,Winter,1.7,2018/2019
Cardiff City,Leandro Bacuna,27.0,Central Midfield,Reading FC,in,Winter,3.45,2018/2019
Spurs,Ryan Sessegnon,19.0,Left Midfield,Fulham FC,in,Summer,27.0,2019/2020
Spurs,Jack Clarke,18.0,Right Winger,Leeds United,in,Summer,11.0,2019/2020
Arsenal FC,David Luiz,32.0,Centre-Back,Chelsea FC,in,Summer,8.7,2019/2020
Man Utd,Harry Maguire,26.0,Centre-Back,Leicester City,in,Summer,87.0,2019/2020
Man Utd,Aaron Wan-Bissaka,21.0,Right-Back,Crystal Palace,in,Summer,55.0,2019/2020
Man Utd,Daniel James,21.0,Right Winger,Swansea City,in,Summer,17.8,2019/2020
Leicester City,Ayoze Pérez,25.0,Second Striker,Newcastle United,in,Summer,33.4,2019/2020
Leicester City,James Justin,21.0,Right-Back,Luton,in,Summer,6.7,2019/2020
Watford FC,Craig Dawson,29.0,Centre-Back,West Brom,in,Summer,6.0,2019/2020
Crystal Palace,James McCarthy,28.0,Central Midfield,Everton,in,Summer,3.3,2019/2020
Crystal Palace,Jordan Ayew,27.0,Centre-Forward,Swansea City,in,Summer,2.8,2019/2020
AFC Bournemouth,Philip Billing,23.0,Central Midfield,Huddersfield,in,Summer,16.5,2019/2020
AFC Bournemouth,Jack Stacey,23.0,Right-Back,Luton,in,Summer,4.45,2019/2020
AFC Bournemouth,Harry Wilson,22.0,Right Winger,Liverpool FC,in,Summer,2.7,2019/2020
Burnley FC,Jay Rodríguez,29.0,Centre-Forward,West Brom,in,Summer,10.0,2019/2020
Burnley FC,Bailey Peacock-Farrell,22.0,Goalkeeper,Leeds United,in,Summer,2.75,2019/2020
Burnley FC,Erik Pieters,30.0,Left-Back,Stoke City,in,Summer,1.1,2019/2020
Brighton,Neal Maupay,22.0,Centre-Forward,Brentford FC,in,Summer,22.22,2019/2020
Brighton,Matt Clarke,22.0,Centre-Back,Portsmouth FC,in,Summer,3.9,2019/2020
Norwich City,Sam Byram,25.0,Right-Back,West Ham United,in,Summer,0.83,2019/2020
Sheff Utd,Oliver McBurnie,23.0,Centre-Forward,Swansea City,in,Summer,19.1,2019/2020
Sheff Utd,Lys Mousset,23.0,Centre-Forward,AFC Bournemouth,in,Summer,11.1,2019/2020
Sheff Utd,Luke Freeman,27.0,Attacking Midfield,QPR,in,Summer,5.6,2019/2020
Sheff Utd,Ben Osborn,24.0,Left Midfield,Nottm Forest,in,Summer,3.9,2019/2020
Aston Villa,Tyrone Mings,26.0,Centre-Back,AFC Bournemouth,in,Summer,22.3,2019/2020
Aston Villa,Douglas Luiz,21.0,Defensive Midfield,Man City,in,Summer,16.8,2019/2020
Aston Villa,Matt Targett,23.0,Left-Back,Southampton,in,Summer,15.5,2019/2020
Aston Villa,Ezri Konsa,21.0,Centre-Back,Brentford FC,in,Summer,13.3,2019/2020
Aston Villa,Tom Heaton,33.0,Goalkeeper,Burnley FC,in,Summer,8.8,2019/2020
Aston Villa,Jota Peleteiro,28.0,Right Winger,Birmingham,in,Summer,4.5,2019/2020
Aston Villa,Kortney Hause,23.0,Centre-Back,Wolves,in,Summer,3.4,2019/2020
West Ham United,Jarrod Bowen,23.0,Right Winger,Hull City,in,Winter,21.3,2019/2020
West Ham United,Darren Randolph,32.0,Goalkeeper,Middlesbrough FC,in,Winter,4.7,2019/2020
Newcastle United,Danny Rose,29.0,Left-Back,Spurs,in,Winter,2.0,2019/2020
Brighton,Aaron Mooy,29.0,Central Midfield,Huddersfield,in,Winter,3.3,2019/2020
Norwich City,Sam McCallum,19.0,Left-Back,Coventry,in,Winter,4.15,2019/2020
Aston Villa,Ollie Watkins,24.0,Centre-Forward,Brentford FC,in,Summer,34.0,2020/2021
Aston Villa,Emiliano Martínez,28.0,Goalkeeper,Arsenal FC,in,Summer,17.4,2020/2021
Aston Villa,Matty Cash,23.0,Right-Back,Nottm Forest,in,Summer,15.75,2020/2021
Burnley FC,Dale Stephens,31.0,Central Midfield,Brighton,in,Summer,1.1,2020/2021
Chelsea FC,Ben Chilwell,23.0,Left-Back,Leicester City,in,Summer,50.2,2020/2021
Crystal Palace,Eberechi Eze,22.0,Attacking Midfield,QPR,in,Summer,17.8,2020/2021
Crystal Palace,Jack Butland,27.0,Goalkeeper,Stoke City,in,Summer,1.1,2020/2021
Fulham FC,Anthony Knockaert,28.0,Right Winger,Brighton,in,Summer,11.7,2020/2021
Fulham FC,Harrison Reed,25.0,Central Midfield,Southampton,in,Summer,6.5,2020/2021
Fulham FC,Terence Kongolo,26.0,Centre-Back,Huddersfield,in,Summer,4.4,2020/2021
Fulham FC,Mario Lemina,26.0,Defensive Midfield,Southampton,in,Summer,2.2,2020/2021
Fulham FC,Antonee Robinson,23.0,Left-Back,Wigan,in,Summer,2.1,2020/2021
Fulham FC,Tosin Adarabioyo,23.0,Centre-Back,Man City,in,Summer,1.65,2020/2021
Leeds United,Hélder Costa,26.0,Right Winger,Wolves,in,Summer,17.7,2020/2021
Leeds United,Joe Gelhardt,18.0,Centre-Forward,Wigan,in,Summer,1.0,2020/2021
Liverpool FC,Diogo Jota,23.0,Left Winger,Wolves,in,Summer,44.7,2020/2021
Man City,Nathan Aké,25.0,Centre-Back,AFC Bournemouth,in,Summer,45.3,2020/2021
Newcastle United,Callum Wilson,28.0,Centre-Forward,AFC Bournemouth,in,Summer,22.25,2020/2021
Newcastle United,Jamal Lewis,22.0,Left-Back,Norwich City,in,Summer,16.5,2020/2021
Sheff Utd,Aaron Ramsdale,22.0,Goalkeeper,AFC Bournemouth,in,Summer,20.5,2020/2021
Sheff Utd,Oliver Burke,23.0,Centre-Forward,West Brom,in,Summer,6.5,2020/2021
Sheff Utd,Jayden Bogle,20.0,Right-Back,Derby County,in,Summer,3.85,2020/2021
Sheff Utd,Max Lowe,23.0,Left-Back,Derby County,in,Summer,3.85,2020/2021
Spurs,Matt Doherty,28.0,Right-Back,Wolves,in,Summer,16.8,2020/2021
Spurs,Pierre-Emile Höjbjerg,25.0,Central Midfield,Southampton,in,Summer,16.6,2020/2021
Spurs,Joe Rodon,22.0,Centre-Back,Swansea City,in,Summer,12.1,2020/2021
West Brom,Karlan Grant,23.0,Centre-Forward,Huddersfield,in,Summer,16.5,2020/2021
West Brom,Grady Diangana,22.0,Right Winger,West Ham United,in,Summer,13.5,2020/2021
West Brom,Cédric Kipré,23.0,Centre-Back,Wigan,in,Summer,1.1,2020/2021
West Brom,David Button,31.0,Goalkeeper,Brighton,in,Summer,1.1,2020/2021
West Ham United,Saïd Benrahma,25.0,Left Winger,Brentford FC,in,Summer,4.4,2020/2021
West Ham United,Craig Dawson,30.0,Centre-Back,Watford FC,in,Summer,1.1,2020/2021
West Brom,Robert Snodgrass,33.0,Right Winger,West Ham United,in,Winter,0.11,2020/2021
West Ham United,Saïd Benrahma,25.0,Left Winger,Brentford FC,in,Winter,23.1,2020/2021
West Ham United,Jesse Lingard,28.0,Attacking Midfield,Man Utd,in,Winter,2.3,2020/2021
Arsenal FC,Ben White,23.0,Centre-Back,Brighton,in,Summer,58.5,2021/2022
Arsenal FC,Aaron Ramsdale,23.0,Goalkeeper,Sheff Utd,in,Summer,28.0,2021/2022
Aston Villa,Emiliano Buendía,24.0,Right Winger,Norwich City,in,Summer,38.4,2021/2022
Aston Villa,Danny Ings,29.0,Centre-Forward,Southampton,in,Summer,29.42,2021/2022
Burnley FC,Nathan Collins,20.0,Centre-Back,Stoke City,in,Summer,14.0,2021/2022
Burnley FC,Connor Roberts,25.0,Right-Back,Swansea City,in,Summer,2.9,2021/2022
Crystal Palace,Michael Olise,19.0,Right Midfield,Reading FC,in,Summer,9.3,2021/2022
Crystal Palace,Will Hughes,26.0,Central Midfield,Watford FC,in,Summer,7.0,2021/2022
Leeds United,Daniel James,23.0,Right Winger,Man Utd,in,Summer,29.1,2021/2022
Leeds United,Jack Harrison,24.0,Left Winger,Man City,in,Summer,12.8,2021/2022
Leicester City,Jannik Vestergaard,29.0,Centre-Back,Southampton,in,Summer,17.6,2021/2022
Man City,Jack Grealish,25.0,Left Winger,Aston Villa,in,Summer,117.5,2021/2022
Newcastle United,Joe Willock,21.0,Central Midfield,Arsenal FC,in,Summer,29.4,2021/2022
Norwich City,Ben Gibson,28.0,Centre-Back,Burnley FC,in,Summer,9.3,2021/2022
Norwich City,Angus Gunn,25.0,Goalkeeper,Southampton,in,Summer,5.85,2021/2022
Watford FC,Moussa Sissoko,32.0,Central Midfield,Spurs,in,Summer,3.5,2021/2022
West Ham United,Kurt Zouma,26.0,Centre-Back,Chelsea FC,in,Summer,35.0,2021/2022
West Ham United,Craig Dawson,31.0,Centre-Back,Watford FC,in,Summer,2.3,2021/2022
Aston Villa,Lucas Digne,28.0,Left-Back,Everton,in,Winter,30.0,2021/2022
Crystal Palace,Luke Plange,19.0,Centre-Forward,Derby County,in,Winter,1.18,2021/2022
Newcastle United,Chris Wood,30.0,Centre-Forward,Burnley FC,in,Winter,30.0,2021/2022
Newcastle United,Dan Burn,29.0,Centre-Back,Brighton,in,Winter,15.0,2021/2022
Arsenal FC,Gabriel Jesus,25.0,Centre-Forward,Man City,in,Summer,52.2,2022/2023
Arsenal FC,Oleksandr Zinchenko,25.0,Left-Back,Man City,in,Summer,35.0,2022/2023
Aston Villa,Leander Dendoncker,27.0,Defensive Midfield,Wolves,in,Summer,15.0,2022/2023
AFC Bournemouth,Marcus Tavernier,23.0,Central Midfield,Middlesbrough FC,in,Summer,11.9,2022/2023
Brentford FC,Keane Lewis-Potter,21.0,Left Winger,Hull City,in,Summer,19.0,2022/2023
Brighton,Billy Gilmour,21.0,Central Midfield,Chelsea FC,in,Summer,10.4,2022/2023
Chelsea FC,Wesley Fofana,21.0,Centre-Back,Leicester City,in,Summer,80.4,2022/2023
Chelsea FC,Marc Cucurella,24.0,Left-Back,Brighton,in,Summer,65.3,2022/2023
Chelsea FC,Raheem Sterling,27.0,Left Winger,Man City,in,Summer,56.2,2022/2023
Chelsea FC,Carney Chukwuemeka,18.0,Central Midfield,Aston Villa,in,Summer,18.0,2022/2023
Fulham FC,Issa Diop,25.0,Centre-Back,West Ham United,in,Summer,17.8,2022/2023
Fulham FC,Andreas Pereira,26.0,Attacking Midfield,Man Utd,in,Summer,9.5,2022/2023
Fulham FC,Bernd Leno,30.0,Goalkeeper,Arsenal FC,in,Summer,3.6,2022/2023
Liverpool FC,Fábio Carvalho,19.0,Attacking Midfield,Fulham FC,in,Summer,5.9,2022/2023
Man City,Kalvin Phillips,26.0,Defensive Midfield,Leeds United,in,Summer,49.0,2022/2023
Man Utd,Martin Dúbravka,33.0,Goalkeeper,Newcastle United,in,Summer,2.31,2022/2023
Newcastle United,Matt Targett,26.0,Left-Back,Aston Villa,in,Summer,17.5,2022/2023
Newcastle United,Nick Pope,30.0,Goalkeeper,Burnley FC,in,Summer,11.5,2022/2023
Nottm Forest,Morgan Gibbs-White,22.0,Attacking Midfield,Wolves,in,Summer,29.5,2022/2023
Nottm Forest,Neco Williams,21.0,Right-Back,Liverpool FC,in,Summer,20.0,2022/2023
Nottm Forest,Emmanuel Dennis,24.0,Centre-Forward,Watford FC,in,Summer,14.8,2022/2023
Nottm Forest,Lewis O'Brien,23.0,Central Midfield,Huddersfield,in,Summer,9.4,2022/2023
Nottm Forest,Willy Boly,31.0,Centre-Back,Wolves,in,Summer,2.6,2022/2023
Nottm Forest,Harry Toffolo,26.0,Left-Back,Huddersfield,in,Summer,2.4,2022/2023
Nottm Forest,Josh Bowler,23.0,Right Winger,Blackpool FC,in,Summer,2.3,2022/2023
Spurs,Richarlison,25.0,Centre-Forward,Everton,in,Summer,58.0,2022/2023
Spurs,Yves Bissouma,25.0,Central Midfield,Brighton,in,Summer,29.2,2022/2023
Spurs,Djed Spence,21.0,Right-Back,Middlesbrough FC,in,Summer,14.7,2022/2023
West Ham United,Maxwel Cornet,25.0,Left Winger,Burnley FC,in,Summer,20.7,2022/2023
West Ham United,Emerson,28.0,Left-Back,Chelsea FC,in,Summer,15.4,2022/2023
West Ham United,Flynn Downes,23.0,Central Midfield,Swansea City,in,Summer,10.65,2022/2023
Wolves,Nathan Collins,21.0,Centre-Back,Burnley FC,in,Summer,24.3,2022/2023
Arsenal FC,Leandro Trossard,28.0,Left Winger,Brighton,in,Winter,24.0,2022/2023
Arsenal FC,Jorginho,31.0,Defensive Midfield,Chelsea FC,in,Winter,11.3,2022/2023
Leicester City,Harry Souttar,24.0,Centre-Back,Stoke City,in,Winter,17.0,2022/2023
Man Utd,Wout Weghorst,30.0,Centre-Forward,Burnley FC,in,Winter,2.96,2022/2023
Newcastle United,Anthony Gordon,21.0,Left Winger,Everton,in,Winter,45.6,2022/2023
West Ham United,Danny Ings,30.0,Centre-Forward,Aston Villa,in,Winter,12.0,2022/2023
Wolves,Craig Dawson,32.0,Centre-Back,West Ham United,in,Winter,3.75,2022/2023
